OBJECTID,ENTIDAD_TE,codmuni,coddept,Municipio,Divipola_3,Department,Municipality,locs3_project_n,locs1_project_n
4301,CAP. DEPTO Distrito Histí_rico y Cultural,68001,68,Bucaramanga,68001,Santander,Bucaramanga,0,0
4302,Cabecera Municipal,68276,68,Floridablanca,68276,Santander,Floridablanca,0,0
4303,Cabecera Municipal,68547,68,Piedecuesta,68547,Santander,Piedecuesta,0,0
4304,Cabecera Municipal,68318,68,Guaca,68318,Santander,Guaca,0,0
4305,Cabecera Municipal,68669,68,San Andrí©s,68669,Santander,San Andrí©s,0,0
4306,Cabecera Municipal,68162,68,Cerrito,68162,Santander,Cerrito,0,0
4307,Cabecera Municipal,68207,68,Concepcií_n,68207,Santander,Concepcií_n,0,0
4308,Cabecera Municipal,68464,68,Mogotes,68464,Santander,Mogotes,0,0
4309,Cabecera Municipal,68209,68,Confines,68209,Santander,Confines,0,0
4310,Cabecera Municipal,68755,68,Socorro,68755,Santander,Socorro,0,0
4311,Cabecera Municipal,68549,68,Pinchote,68549,Santander,Pinchote,0,0
4312,Cabecera Municipal,68229,68,Curití_,68229,Santander,Curití_,0,0
4313,Cabecera Municipal,68160,68,Cepitíç,68160,Santander,Cepitíç,0,0
4314,Cabecera Municipal,68689,68,San Vicente De Chucurí_,68689,Santander,San Vicente de Chucurí_,0,1
4315,Cabecera Municipal,68307,68,Girí_n,68307,Santander,Girí_n,0,1
4316,Cabecera Municipal,68322,68,Guapotíç,68322,Santander,Guapotíç,0,0
4317,Cabecera Municipal,68745,68,Simacota,68745,Santander,Simacota,1,1
4318,Cabecera Municipal,68344,68,Hato,68344,Santander,Hato,0,0
4319,Cabecera Municipal,68522,68,Palmar,68522,Santander,Palmar,0,0
4329,Cabecera Municipal,15226,15,Cuí_tiva,15226,Boyacíç,Cuí_tiva,0,0
4330,Cabecera Municipal,15272,15,Firavitoba,15272,Boyacíç,Firavitoba,0,0
4320,Cabecera Municipal,68121,68,Cabrera,68121,Santander,Cabrera,0,0
4380,Cabecera Municipal,25293,25,Gachalíç,25293,Cundinamarca,Gachala,0,0
4381,Cabecera Municipal,25438,25,Medina,25438,Cundinamarca,Medina,0,0
4382,Cabecera Municipal,25530,25,Paratebueno,25530,Cundinamarca,Paratebueno,1,0
4383,Cabecera Municipal,25518,25,Paime,25518,Cundinamarca,Paime,0,0
4384,Cabecera Municipal,25653,25,San Cayetano,25653,Cundinamarca,San Cayetano,0,0
4385,Cabecera Municipal,19022,19,Almaguer,19022,Cauca,Almaguer,1,0
4386,Cabecera Municipal,76563,76,Pradera,76563,Valle del Cauca,Pradera,0,0
4387,Cabecera Municipal,52427,52,Maguí_ (Payíçn),52427,Narií±o,Magí_i,0,0
4388,Cabecera Municipal,52233,52,Cumbitara,52233,Narií±o,Cumbitara,1,1
4389,Cabecera Municipal,41319,41,Guadalupe,41319,Huila,Guadalupe,0,0
4390,Cabecera Municipal,73319,73,Guamo,73319,Tolima,Guamo,0,0
4391,Cabecera Municipal,73268,73,Espinal,73268,Tolima,Espinal,0,0
4392,Cabecera Municipal,63690,63,Salento,63690,Quindio,Salento,0,0
4321,Cabecera Municipal,68079,68,Barichara,68079,Santander,Barichara,0,0
4322,Cabecera Municipal,68296,68,Galíçn,68296,Santander,Galíçn,0,0
4323,Cabecera Municipal,68235,68,El Carmen de Chucuri,68235,Santander,El Carmen de Chucurí_,0,2
4324,Cabecera Municipal,15522,15,Panqueba,15522,Boyacíç,Panqueba,0,0
4325,Cabecera Municipal,15317,15,Guacamayas,15317,Boyacíç,Guacamayas,0,0
4326,Cabecera Municipal,15723,15,Sativasur,15723,Boyacíç,Sativasur,0,0
4327,Cabecera Municipal,15822,15,Tota,15822,Boyacíç,Tota,0,0
4328,Cabecera Municipal,15542,15,Pesca,15542,Boyacíç,Pesca,0,0
4331,Cabecera Municipal,15491,15,Nobsa,15491,Boyacíç,Nobsa,0,0
4407,Cabecera Municipal,17524,17,Palestina,17524,Caldas,Palestina,0,0
4332,Cabecera Municipal,15466,15,Monguí_,15466,Boyacíç,Monguí_,0,0
4333,Cabecera Municipal,15820,15,Tí_paga,15820,Boyacíç,Tí_paga,0,0
4334,Cabecera Municipal,15276,15,Floresta,15276,Boyacíç,Floresta,0,0
4335,Cabecera Municipal,15839,15,Tutazíç,15839,Boyacíç,Tutazíç,0,0
4415,Cabecera Municipal,5792,5,Tarso,5792,Antioquia,Tarso,0,0
4416,Cabecera Municipal,5101,5,Ciudad Bolí_var,5101,Antioquia,Ciudad Bolí_var,0,0
4417,Cabecera Municipal,5091,5,Betania,5091,Antioquia,Betania,0,0
4336,Cabecera Municipal,15162,15,Cerinza,15162,Boyacíç,Cerinza,0,0
4337,Cabecera Municipal,15599,15,Ramiriquí_,15599,Boyacíç,Ramiriquí_,0,0
4338,Cabecera Municipal,15804,15,Tibaníç,15804,Boyacíç,Tibaníç,0,0
4339,Cabecera Municipal,15897,15,Zetaquira,15897,Boyacíç,Zetaquira,0,0
4341,Cabecera Municipal,15425,15,Macanal,15425,Boyacíç,Macanal,0,0
4342,Cabecera Municipal,15022,15,Almeida,15022,Boyacíç,Almeida,0,0
4420,Cabecera Municipal,5059,5,Armenia,5059,Antioquia,Armenia,0,0
4421,Cabecera Municipal,5607,5,Retiro,5607,Antioquia,Retiro,1,0
4343,Cabecera Municipal,15761,15,Somondoco,15761,Boyacíç,Somondoco,0,0
4344,Cabecera Municipal,15172,15,Chinavita,15172,Boyacíç,Chinavita,0,0
4345,Cabecera Municipal,15232,15,Chí_quiza,15232,Boyacíç,Chí_quiza,0,0
4440,Cabecera Municipal,54344,54,Hacarí_,54344,Norte de Santander,Hacarí_,0,0
4441,Cabecera Municipal,54660,54,Salazar,54660,Norte de Santander,Salazar,0,0
4442,Cabecera Municipal,54239,54,Durania,54239,Norte de Santander,Durania,0,0
4443,Cabecera Municipal,54051,54,Arboledas,54051,Norte de Santander,Arboledas,0,0
4444,Cabecera Municipal,54099,54,Bochalema,54099,Norte de Santander,Bochalema,1,0
4445,Cabecera Municipal,54518,54,Pamplona,54518,Norte de Santander,Pamplona,1,0
4446,Cabecera Municipal,54125,54,Cíçcota,54125,Norte de Santander,Cíçcota,1,0
4346,Cabecera Municipal,15686,15,Santana,15686,Boyacíç,Santana,0,0
4347,Cabecera Municipal,25394,25,La Palma,25394,Cundinamarca,La Palma,0,0
4348,Cabecera Municipal,25823,25,Topaipí_,25823,Cundinamarca,Topaipí_,0,0
4349,Cabecera Municipal,25398,25,La Peí±a,25398,Cundinamarca,La Peí±a,0,0
4350,Cabecera Municipal,25862,25,Vergara,25862,Cundinamarca,Vergara,0,0
4351,Cabecera Municipal,25491,25,Nocaima,25491,Cundinamarca,Nocaima,0,0
4447,Cabecera Municipal,54743,54,Silos,54743,Norte de Santander,Silos,1,0
4352,Cabecera Municipal,25168,25,Chaguaní_,25168,Cundinamarca,Chaguaní_,0,0
4353,Cabecera Municipal,25867,25,Vianí_,25867,Cundinamarca,Vianí_,0,0
4354,Cabecera Municipal,25095,25,Bituima,25095,Cundinamarca,Bituima,0,0
4355,Cabecera Municipal,25086,25,Beltríçn,25086,Cundinamarca,Beltríçn,0,0
4356,Cabecera Municipal,25580,25,Pulí_,25580,Cundinamarca,Pulí_,0,0
4357,Cabecera Municipal,25368,25,Jerusalí©n,25368,Cundinamarca,Jerusalí©n,0,0
4358,Cabecera Municipal,25324,25,Guataquí_,25324,Cundinamarca,Guataquí_,0,0
4359,Cabecera Municipal,25483,25,Narií±o,25483,Cundinamarca,Narií±o,0,0
4360,Cabecera Municipal,25307,25,Girardot,25307,Cundinamarca,Girardot,0,0
4361,Cabecera Municipal,25612,25,Ricaurte,25612,Cundinamarca,Ricaurte,0,0
4362,Cabecera Municipal,25488,25,Nilo,25488,Cundinamarca,Nilo,0,0
4363,Cabecera Municipal,25001,25,Agua De Dios,25001,Cundinamarca,Agua de Dios,0,0
4364,Cabecera Municipal,25599,25,Apulo,25599,Cundinamarca,Apulo,0,0
4365,Cabecera Municipal,25743,25,Silvania,25743,Cundinamarca,Silvania,0,0
4366,Cabecera Municipal,25524,25,Pandi,25524,Cundinamarca,Pandi,0,0
4367,Cabecera Municipal,25506,25,Venecia,25506,Cundinamarca,Venecia,0,0
4368,Cabecera Municipal,25740,25,Sibatí©,25740,Cundinamarca,Sibatí©,0,0
4369,Cabecera Municipal,25312,25,Granada,25312,Cundinamarca,Granada,0,0
4370,Cabecera Municipal,25335,25,Guayabetal,25335,Cundinamarca,Guayabetal,0,0
4371,Cabecera Municipal,25645,25,San Antonio Del Tequendama,25645,Cundinamarca,San Antonio del Tequendama,0,0
4372,Cabecera Municipal,25386,25,La Mesa,25386,Cundinamarca,La Mesa,0,0
4373,Cabecera Municipal,25797,25,Tena,25797,Cundinamarca,Tena,0,0
4374,Cabecera Municipal,25099,25,Bojacíç,25099,Cundinamarca,Bojacíç,0,0
4473,Cabecera Municipal,15879,15,Viracachíç,15879,Boyacíç,Viracachíç,0,0
4375,Cabecera Municipal,25040,25,Anolaima,25040,Cundinamarca,Anolaima,0,0
4376,Cabecera Municipal,25328,25,Guayabal De Sí_quima,25328,Cundinamarca,Guayabal de Siquima,0,0
4377,Cabecera Municipal,25019,25,Albíçn,25019,Cundinamarca,Albíçn,0,0
4378,Cabecera Municipal,25799,25,Tenjo,25799,Cundinamarca,Tenjo,0,0
4379,Cabecera Municipal,25899,25,Zipaquiríç,25899,Cundinamarca,Zipaquiríç,0,0
4393,Cabecera Municipal,63111,63,Buenavista,63111,Quindio,Buenavista,0,0
4394,Cabecera Municipal,66170,66,Dosquebradas,66170,Risaralda,Dosquebradas,0,0
4395,Cabecera Municipal,66400,66,La Virginia,66400,Risaralda,La Virginia,0,0
4396,Cabecera Municipal,66075,66,Balboa,66075,Risaralda,Balboa,0,0
4397,Cabecera Municipal,27787,27,Tadí_,27787,Chocí_,Tadí_,0,0
4398,Cabecera Municipal,27050,27,Atrato (Yuto),27050,Chocí_,Atrato,0,0
4399,Cabecera Municipal,27810,27,Unií_n Panamericana (íçnimas),27810,Chocí_,Unií_n Panamericana,0,0
4400,Cabecera Municipal,27425,27,Medio Atrato (Betí©),27425,Chocí_,Medio Atrato,0,0
4401,Cabecera Municipal,17088,17,Belalcíçzar,17088,Caldas,Belalcíçzar,0,0
4402,Cabecera Municipal,17442,17,Marmato,17442,Caldas,Marmato,0,0
4403,Cabecera Municipal,17867,17,Victoria,17867,Caldas,Victoria,0,0
4404,Cabecera Municipal,17486,17,Neira,17486,Caldas,Neira,0,0
4405,Cabecera Municipal,17873,17,Villamarí_a,17873,Caldas,Villamarí_a,0,0
4406,Cabecera Municipal,17174,17,Chinchiníç,17174,Caldas,Chinchiníç,0,0
4408,Cabecera Municipal,5145,5,Caramanta,5145,Antioquia,Caramanta,0,0
4409,Cabecera Municipal,5856,5,Valparaí_so,5856,Antioquia,Valparaí_so,0,0
4410,Cabecera Municipal,5591,5,Puerto Triunfo,5591,Antioquia,Puerto Triunfo,0,0
4411,Cabecera Municipal,5652,5,San Francisco,5652,Antioquia,San Francisco,0,0
4412,Cabecera Municipal,5660,5,San Luis,5660,Antioquia,San Luis,1,0
4413,Cabecera Municipal,5313,5,Granada,5313,Antioquia,Granada,1,0
4414,Cabecera Municipal,5467,5,Montebello,5467,Antioquia,Montebello,0,0
4418,Cabecera Municipal,5093,5,Betulia,5093,Antioquia,Betulia,0,0
4419,Cabecera Municipal,5347,5,Heliconia,5347,Antioquia,Heliconia,0,0
4422,Cabecera Municipal,5321,5,Guatapí©,5321,Antioquia,Guatapí©,1,0
4423,Cabecera Municipal,5142,5,Caracolí_,5142,Antioquia,Caracolí_,0,0
4424,Cabecera Municipal,5306,5,Giraldo,5306,Antioquia,Giraldo,0,0
4425,Cabecera Municipal,5501,5,Olaya,5501,Antioquia,Olaya,0,0
4426,Cabecera Municipal,23464,23,Momil,23464,Cí_rdoba,Momil,0,0
4427,Cabecera Municipal,23162,23,Ceretí©,23162,Cí_rdoba,Ceretí©,0,0
4428,Cabecera Municipal,23300,23,Cotorra,23300,Cí_rdoba,Cotorra,0,0
4429,Cabecera Municipal,70400,70,La Unií_n,70400,Sucre,La Unií_n,0,0
4430,Cabecera Municipal,13248,13,El Guamo,13248,Bolí_var,El Guamo,1,0
4431,Cabecera Municipal,8675,8,Santa Lucí_a,8675,Atlíçntico,Santa Lucí_a,0,0
4432,Cabecera Municipal,50245,50,El Calvario,50245,Meta,El Calvario,0,0
4433,Cabecera Municipal,47980,47,Zona Bananera (Prado Sevilla),47980,Magdalena,Zona Bananera,0,0
4434,Cabecera Municipal,47205,47,Concordia,47205,Magdalena,Concordia,0,0
4435,Cabecera Municipal,47161,47,Cerro De San Antonio,47161,Magdalena,Cerro San Antonio,0,0
4436,Cabecera Municipal,47675,47,Salamina,47675,Magdalena,Salamina,0,0
4437,Cabecera Municipal,20517,20,Pailitas,20517,Cesar,Pailitas,0,0
4438,Cabecera Municipal,20295,20,Gamarra,20295,Cesar,Gamarra,1,1
4439,Cabecera Municipal,54250,54,El Tarra,54250,Norte de Santander,El Tarra,0,0
4448,Cabecera Municipal,68132,68,California,68132,Santander,California,0,0
4449,Cabecera Municipal,68705,68,Santa Bíçrbara,68705,Santander,Santa Bíçrbara,0,0
4450,Cabecera Municipal,68152,68,Carcasí_,68152,Santander,Carcasí_,0,0
4451,Cabecera Municipal,68147,68,Capitanejo,68147,Santander,Capitanejo,0,0
4452,Cabecera Municipal,68425,68,Macaravita,68425,Santander,Macaravita,0,0
4453,Cabecera Municipal,68686,68,San Miguel,68686,Santander,San Miguel,0,0
4454,Cabecera Municipal,68502,68,Onzaga,68502,Santander,Onzaga,0,0
4455,Cabecera Municipal,68682,68,San Joaquí_n,68682,Santander,San Joaquí_n,0,0
4456,Cabecera Municipal,68217,68,Coromoro,68217,Santander,Coromoro,0,0
4457,Cabecera Municipal,68418,68,Los Santos,68418,Santander,Los Santos,0,0
4458,Cabecera Municipal,68092,68,Betulia,68092,Santander,Betulia,1,1
4459,Cabecera Municipal,68406,68,Lebrija,68406,Santander,Lebrí_ja,0,0
4460,Cabecera Municipal,68573,68,Puerto Parra,68573,Santander,Puerto Parra,0,2
4461,Cabecera Municipal,68179,68,Chipatíç,68179,Santander,Chipatíç,0,0
4462,Cabecera Municipal,15180,15,Chiscas,15180,Boyacíç,Chiscas,0,0
4463,Cabecera Municipal,15248,15,El Espino,15248,Boyacíç,El Espino,0,0
4475,Cabecera Municipal,15189,15,Cií©nega,15189,Boyacíç,Cií©nega,0,0
4476,Cabecera Municipal,15367,15,Jenesano,15367,Boyacíç,Jenesano,0,0
4464,Cabecera Municipal,15218,15,Covarachí_a,15218,Boyacíç,Covarachí_a,0,0
4465,Cabecera Municipal,15810,15,Tipacoque,15810,Boyacíç,Tipacoque,0,0
4466,Cabecera Municipal,15753,15,Soatíç,15753,Boyacíç,Soatíç,0,0
4467,Cabecera Municipal,15500,15,Oicatíç,15500,Boyacíç,Oicatíç,0,0
4468,CAP. DEPTO,15001,15,Tunja,15001,Boyacíç,Tunja,0,0
4469,Cabecera Municipal,15187,15,Chivatíç,15187,Boyacíç,Chivatíç,0,0
4470,Cabecera Municipal,15814,15,Toca,15814,Boyacíç,Toca,0,0
4471,Cabecera Municipal,15740,15,Siachoque,15740,Boyacíç,Siachoque,0,0
4472,Cabecera Municipal,15764,15,Soracíç,15764,Boyacíç,Soracíç,0,0
4474,Cabecera Municipal,15104,15,Boyacíç,15104,Boyacíç,Boyacíç,0,0
4477,Cabecera Municipal,15621,15,Rondí_n,15621,Boyacíç,Rondí_n,0,0
4478,Cabecera Municipal,15798,15,Tenza,15798,Boyacíç,Tenza,0,0
4489,Cabecera Municipal,15401,15,La Victoria,15401,Boyacíç,La Victoria,0,0
4490,Cabecera Municipal,25885,25,Yacopí_,25885,Cundinamarca,Yacopí_,0,0
4491,Cabecera Municipal,25815,25,Tocaima,25815,Cundinamarca,Tocaima,0,0
4479,Cabecera Municipal,15224,15,Cucaita,15224,Boyacíç,Cucaita,0,0
4492,Cabecera Municipal,25878,25,Viotíç,25878,Cundinamarca,Viotíç,0,0
4480,Cabecera Municipal,15762,15,Sora,15762,Boyacíç,Sora,0,0
4481,Cabecera Municipal,15476,15,Motavita,15476,Boyacíç,Motavita,0,0
4482,Cabecera Municipal,15632,15,Saboyíç,15632,Boyacíç,Saboyíç,0,0
4483,Cabecera Municipal,15293,15,Gachantivíç,15293,Boyacíç,Gachantivíç,0,0
4484,Cabecera Municipal,15185,15,Chitaraque,15185,Boyacíç,Chitaraque,0,0
4485,Cabecera Municipal,15681,15,San Pablo De Borbur,15681,Boyacíç,San Pablo de Borbur,0,0
4486,Cabecera Municipal,15212,15,Coper,15212,Boyacíç,Coper,0,0
4487,Cabecera Municipal,15480,15,Muzo,15480,Boyacíç,Muzo,0,0
4488,Cabecera Municipal,15580,15,Quí_pama,15580,Boyacíç,Quí_pama,0,0
4493,Cabecera Municipal,25281,25,Fosca,25281,Cundinamarca,Fosca,0,0
4494,Cabecera Municipal,25178,25,Chipaque,25178,Cundinamarca,Chipaque,0,0
4495,Cabecera Municipal,25841,25,Ubaque,25841,Cundinamarca,Ubaque,0,0
4496,Cabecera Municipal,25898,25,Zipací_n,25898,Cundinamarca,Zipací_n,0,0
4497,Cabecera Municipal,25817,25,Tocancipíç,25817,Cundinamarca,Tocancipíç,0,0
4498,Cabecera Municipal,25295,25,Gachancipíç,25295,Cundinamarca,Gachancipíç,0,0
4499,Cabecera Municipal,25200,25,Cogua,25200,Cundinamarca,Cogua,0,0
4500,Cabecera Municipal,25781,25,Sutatausa,25781,Cundinamarca,Sutatausa,0,0
4501,Cabecera Municipal,25736,25,Sesquilí©,25736,Cundinamarca,Sesquilí©,0,0
4502,Cabecera Municipal,25183,25,Chocontíç,25183,Cundinamarca,Chocontíç,0,0
4503,Cabecera Municipal,25873,25,Villapinzí_n,25873,Cundinamarca,Villapinzí_n,0,0
4504,Cabecera Municipal,25224,25,Cucunubíç,25224,Cundinamarca,Cucunubíç,0,0
4505,Cabecera Municipal,25288,25,Fí_quene,25288,Cundinamarca,Fí_quene,0,0
4506,Cabecera Municipal,25779,25,Susa,25779,Cundinamarca,Susa,0,0
4510,Cabecera Municipal,23815,23,Tuchí_n,23815,Cí_rdoba,Tuchí_n (1),0,0
0,CAP. DEPTO,88001,88,San Andrí©s,88001,Archipií©lago de San Andrí©s,San Andrí©s,0,0
